p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120,p_121,p_122,p_123,p_124,p_125,p_126,p_127,id
147.25602855147355,155.93627671614203,166.65414655366735,307.5505055615997,644.3581657676726,941.276875167872,943.2113117948863,569.1847879501605,82.03220467051884,447.9598341126993,483.8844271760503,166.86433772515068,348.9503410358523,587.8152409985855,499.4185253308171,309.62202644340306,383.55206457881945,393.4782406012898,269.52065838680323,308.4302793337038,404.7507446894077,364.62201259155074,222.80363016271582,238.59016451014782,324.6305363553579,272.7278101169471,422.3811466084952,670.5655399565853,659.0897064584027,382.17788744936064,122.95055964755325,159.96097385700497,124.7024625862424,160.78826922875157,307.93054044093356,465.75747748797687,503.9175481680899,311.12998438926206,67.28134316712139,403.4514261502016,500.888212075441,379.50452628867663,387.8707424332331,458.3703110757173,360.24099322303465,249.45102809205187,260.3844724892894,419.0231363840532,568.4467551936895,514.5533429453872,407.97683951457105,387.71994877551964,212.75678087340444,131.29701574658245,260.22222194301526,149.1943681609987,159.49571155049273,254.0900977629623,312.7110490522794,413.5168929332997,332.6124210605751,25.34399573382092,408.4834472952823,707.0803723393137,732.5252067474391,503.03596876505765,348.98219658049345,401.7496925634609,322.4415413381093,172.9732934026389,63.33162227343821,330.6417418978821,531.96104002787,420.4916357135105,107.22243452426821,303.976034589947,384.5484444727913,423.04897961236003,512.8362333665336,449.2512166674061,394.1216685187015,472.2940482912467,414.01488975377754,259.1623809062091,141.30287854319477,137.3142377366565,447.97712432760414,633.5476677346859,591.6139769289604,446.50573108803246,277.6049069005,65.48185938852855,171.03813311243047,227.12509421240557,179.7869804246911,222.0233027714796,451.3676273568795,635.0555764919634,658.5337744384275,627.3200563579268,418.3834209065257,187.15005397678064,900.5020424994493,1194.3896196022454,817.7964052330152,359.42442858165634,671.073966263663,582.1407857784686,155.7704766326442,296.75093619854397,304.52778858840344,306.97474565062396,441.1530666368604,237.09981829406118,330.4148487259694,745.5102853066456,649.4989488835342,263.63932917616035,736.9989736381843,880.650984848486,513.7308933335411,310.5304150223098,466.9044239506735,466.36889569980184,343.87088510252335,74.45469099366947,418.587175175956,529.0516671684297,sp|Q06153|CEUL_OPHUL
1322.4720032881096,1432.4454812160245,1421.8186951992243,1176.1564948356263,1110.572132424118,1072.0100027493927,714.0532375168541,455.8802616615953,433.89144426161124,172.40162860762183,186.38466962566136,170.040146166968,186.37429812516555,356.30842671552006,533.3492450591978,663.2839250912584,448.8534302818151,173.64452648862505,770.9832063126246,836.936525993908,244.94734866613229,393.60769873109655,322.5263154080739,417.77128141092754,880.6272549953756,529.4800811821825,342.3940887155829,422.5648513345172,163.78162076194607,538.8609907555829,532.2400946711001,315.68730895073566,89.79382555636204,117.35347540451693,354.3873298833606,695.1593154788542,558.3131333091967,291.74936293829586,430.3651378402479,687.743839402602,717.1873829619991,496.89477460602325,464.9713469539721,681.9506308558314,589.7780196706691,72.17387275381832,403.46678223844316,249.7065376132492,700.5449939682545,726.1103939066544,353.9570230789914,164.60074811798003,341.50348612733256,421.8266631252948,296.8497402225871,630.9821126823198,445.6638463159355,168.75648253494057,257.2725045613594,403.8958051119961,359.10119183177926,15.789551590553408,277.2806815578711,220.73733405712736,169.70680348684954,112.86970634820855,30.16462038804973,228.75175764283006,419.1167339441781,420.8586785879916,291.54700746493813,302.23683700533604,339.0388844454758,447.3494365589089,611.3048244301646,674.7958071030655,550.9200389330678,300.63751240511925,125.58434888888392,212.03305070950398,455.0060673531304,638.8654796260711,509.8781131591867,100.86521140177821,421.1794287422569,228.01363497663985,277.3644032981872,383.5097043785179,110.60536594102399,384.00429144760386,258.51193328070497,244.65368621199585,306.8499898032208,74.55856673416898,161.54394071191587,225.07184329639637,468.1876211660299,403.06972905731635,311.5230550793121,685.305615937614,503.14913150004895,366.38664326916245,299.4719275789933,232.07351204023476,567.3941559175643,664.5021431071743,649.2411294666649,549.0274795343614,530.9867067599653,217.67929309101342,225.46710147805666,228.72869298533504,481.8267781506605,633.8568410820037,299.7940262414542,271.3413332796203,174.7439491229313,280.25463436010614,496.92146442338276,214.81720422378203,338.7812546784975,286.69664701126004,237.03725152804793,454.1426303809756,257.3244873546092,278.1566830166032,372.03838251556834,265.0763564568413,tr|A0A423WVI4|A0A423WVI4_9PEZI
1285.6264008101584,1206.771590993867,1368.9284218463074,1682.535387055205,1525.5055791425143,1092.5290523517733,577.7040373599344,275.73598620597636,470.27595601334184,16.076508937836145,547.8481756026841,395.1540854048011,259.98266555382304,594.4948102357112,435.2169290560039,560.96292581668,516.7888839807777,141.81609889575068,559.8979651541575,694.9802953590963,316.43230756373686,481.9844335697536,458.78165630731195,248.26674335741868,741.1350710262874,616.2792182096465,111.85321576449199,141.29799865196713,68.05149329622576,326.6606773209093,322.1782352295157,119.96196240589825,196.95848642324904,344.62624479122263,384.0200752062905,304.98041353755866,183.9711379553273,160.41395772779225,248.0954685531759,288.0284075172108,323.87394473465406,543.2881547588464,612.6789835739504,453.9657148472477,215.2640134246489,310.01776016819343,461.40265609564955,411.3679015865462,368.4554093223433,99.71552415495162,355.49162206717324,536.1452785716501,367.4149101835466,381.45972258036096,317.1848401355931,302.74999457159333,417.4826976962941,212.18603527625316,187.11217664540936,308.6371538830629,125.50625032137202,143.60251752039525,181.18065331092728,425.90658707981623,397.71512653228115,115.87285772274382,526.8942024132875,368.1721726592115,366.40808949921967,460.24508986350435,261.487632804732,498.9772636473156,349.2890065658395,438.1384542949225,323.5251692410194,290.8418372832232,393.5847585385468,170.7205488271712,331.89255756545964,92.70784457251514,474.48863519374163,314.1391839332942,228.16124678143856,340.805299427988,249.22418532750604,570.8845249772962,409.0533679561203,178.13462088387553,128.46654258877683,101.1282537350808,125.5399031138784,139.16064367518106,275.1646956401444,185.4004410340346,202.35211290924622,465.846852536016,282.5648477123569,457.01812676103617,675.0337905508267,452.3721366743031,539.1190930264474,408.6764433009409,80.84583605006506,420.4749309034511,760.8055834313151,971.9017273820324,874.6089002432392,759.2221368872765,764.6411336963055,578.0993318403034,111.98269684281732,264.03392501867614,168.7109877680252,265.70110084896936,383.2717997343978,291.48815654148905,483.9150500011794,463.3672186389885,247.02878073180645,310.5498113636498,476.00244867078516,556.096595174831,506.83206198309296,378.39065934776096,368.81404359658455,418.3958915405463,415.41308885684185,365.26874541605997,tr|J3NM79|J3NM79_GAET3
796.7266442616899,638.7015379265329,297.9461141250028,291.70835195248526,459.923615681458,478.8152426931279,520.9895445787201,617.4531069914077,561.2854814567784,368.52837878545216,410.89403203586585,476.35604763368525,243.29080507326955,195.32156414336387,507.8719043584189,522.4102340441386,298.4052351639528,90.62463709639374,179.31997616017273,284.768646462985,357.4387337825468,330.21401186998935,105.77301255721427,335.96651318642296,807.5804467826142,1025.8462771913678,859.5914400978764,502.79419615610084,328.0023572204571,228.59632829220402,79.004994440659,217.48090491856155,188.670581115135,21.805174800378122,167.9283990349193,243.9489203360931,425.708679584234,626.9305181529675,621.9679885260774,387.21257895394035,250.32582443654476,460.89292173269496,563.7260918872452,471.5334256073209,306.7874087765775,300.14855155269953,264.83264382202253,58.91591240425376,151.75862418445953,156.06764994735767,237.08004255229764,493.16765337751315,506.2675364053484,267.3536565251688,271.6543092244887,366.8585406968854,255.71261026949932,152.4534323663778,118.68941600710458,278.22869083880045,449.55262039239994,317.0654025664073,159.8531389450115,646.9401730613315,849.507813374776,677.9724442208288,395.7120682404627,245.23463850627286,219.14235871634074,451.7031721724804,469.6390582425253,131.20225337792672,374.1383828763258,621.6275724669813,499.44444658062076,192.96420687830792,75.60812580688757,109.4914949196984,116.0759403761629,418.6319629908128,823.8156190594085,994.5572730467427,723.7549645205264,159.68699649523398,332.27939243247636,417.87124234709967,166.9874053345005,94.74298435763643,85.41038555211222,234.0955243634467,597.480375517869,801.0037804330494,778.5362233870189,603.5172127103492,442.5377609742764,404.9053837550461,286.5268805266867,246.72043722625432,565.738521041263,680.248823248993,460.163608440379,118.19248088018128,197.8927698021696,216.02067559846674,348.38643527948796,543.6844504084592,536.4273953033569,325.21309067554324,73.36953075813922,71.26769805006815,76.62746633897024,54.28236258163169,76.97181870634428,118.23044671209104,148.8869554890764,243.13230576724678,365.0668687630656,331.786441653939,170.27088129878936,329.7008588809642,440.69518783437377,359.29186464806406,407.2605702378614,539.2908911512455,490.0936771024029,310.96225966908787,169.56803247191135,114.5400901288135,tr|A0A010RPW6|A0A010RPW6_9PEZI
321.9092961337456,220.61301006625743,31.665029884493634,264.48512229207665,375.31786523124856,326.9252981859399,191.5879790506824,75.90809614509695,94.11181512527673,219.90470972015964,360.6250870520416,473.218951107433,546.2897427337192,560.058673236747,477.03785640864044,300.7092526226585,120.70159117371817,105.37330275332533,99.04859074911764,126.64896814236849,284.96589299728277,411.4973773642373,436.7701803838045,361.0234637718775,264.58660298761475,315.53961695441296,468.645514020001,578.2344608232096,585.1626760557743,478.65815709732294,285.3258164928128,73.82113131288922,85.45140238124213,98.67690785993749,61.836874859631095,251.2079750277596,434.168814444431,523.897078122481,494.25797321223996,369.23054808641854,229.27917652162986,218.6830830059524,319.9813698417727,432.54152197837055,492.2553367297067,414.4980099923524,188.84078917380322,173.86992724594614,355.9210165840323,344.18275777090236,171.0989199958131,64.78449237287192,153.42577367124386,262.28472917082166,370.1857818263499,310.2113305618953,54.11879190412929,305.75726172780145,461.6131896093606,319.3755349749945,128.87111208398295,363.9539743772884,365.09217204519973,188.8926083951156,451.1758987271168,681.1507757030362,677.5154722779115,584.207961883536,512.0959825375083,339.27197205838905,128.3210421652817,300.6146255348021,358.48881708808653,213.32678236458196,80.26254549522207,148.72012153655288,110.12351408700391,60.69015606063147,85.69554911147418,60.17096185830961,161.61443129593047,442.72925315531694,816.6120571613345,1105.7991266832335,1131.930894789661,888.9895186184076,580.0167394839624,368.01309012865664,128.89907669589263,218.95774030241932,402.9549516967918,290.41043387924617,59.325347904674885,356.1897500794089,348.76151475251464,42.23948333801759,482.46892640434584,786.960296245473,817.0147876266498,723.2879885045227,611.3086384266159,354.0684073304991,59.47348357302782,366.6050490382605,398.74954379087876,366.1433497585169,675.0295713580135,886.7450154325854,785.602406285812,526.7408507984629,444.1973255140378,471.50924186823613,447.9662575848018,439.3840155536596,384.81208327611597,225.86266542849518,120.34083472153915,182.2113291856874,189.1044316565791,169.634545438107,201.59111104441388,344.6451207319175,481.022494921951,444.2810883508084,195.25669741568507,162.8590874383822,361.85065928923433,298.0651123525497,tr|A0A017S8T6|A0A017S8T6_ASPRC
373.2250636728141,223.10424962452277,245.071898169819,418.64777334604474,616.001121024752,836.5452070205813,672.9530864026493,173.60746006154594,500.4587047965156,599.9469516523045,280.38011575969193,131.705920650067,210.38300314894215,253.88361015017085,483.9320223785195,528.9422241974725,338.35725295950374,98.50055370279975,80.48575674132427,160.7418113940741,340.7694211726568,453.3001520853234,386.6149471840524,232.83677678932344,328.1566377221475,469.45834913768437,435.03872725457825,261.32876612819666,105.04034263792175,231.33027847472533,353.27396917112566,234.48746293525042,152.30259185633224,540.2788844182031,645.6364216127757,475.09807711193343,393.22420413580284,280.84622785267095,196.6711380319585,645.6486223139387,785.2655869521001,551.8123639734665,448.5327209740233,529.9547777859295,369.05855140016206,323.532659023416,421.81226413287834,380.6082063947472,547.6432148360901,609.9270350172832,301.3195896972901,239.4841479361859,423.61874390237244,204.7400350313072,168.62361006260522,322.2560915644193,263.72512989234724,277.2053125695997,87.34848236882472,379.84210278529036,749.0435421799583,741.2175180519798,467.3416810445478,350.37767721842266,400.10442364992724,440.51756170137094,526.1826933962639,557.3650442767789,405.7096362638118,323.9028556615756,447.6886751474389,249.17358250894407,267.56515172420706,729.3398821341405,837.0311875466914,717.6224561948545,791.1813758689043,946.192295302438,897.3255745866074,718.7670495111414,582.6718871250573,316.09870807857226,194.8560191100744,586.4526593750717,636.536655132443,445.5413701357299,349.87935328592783,298.1076786321049,226.02999314057502,321.7699367955578,540.1934238960368,547.692089310655,270.39886913577715,445.70862139597494,619.7897544075015,390.07251496867246,36.11908326801011,192.5190402173763,116.92714132617736,28.811055774678724,66.8947244036676,81.12575328015805,302.0586969009558,576.5757976382438,650.0186290429162,401.01752529111445,134.34412738666848,323.82418260677804,316.39136127951735,201.5833721343052,152.64336312137863,162.88870385100932,210.4128827751316,320.4298271316944,405.1517282386824,375.35740272244715,322.68712960580035,296.84673425921653,242.77873735537412,207.22837641140373,163.48563317621094,163.8933060864835,195.7903803501947,320.89066864654694,495.2822716081092,474.64031024412054,222.54364320968352,164.0376479360005,tr|A0A024RXA3|A0A024RXA3_HYPJR
185.81271143356997,437.4741375290097,570.708310360429,422.9997713393136,257.34495802306697,296.8756918945908,190.63725886914565,127.68363589782292,355.3507724325952,366.3588662255744,267.59036063013724,437.1556138434155,551.5492227158784,399.60054277245797,89.6257840983265,207.8239763534321,246.09810949037694,70.57802523098749,182.95822724941092,296.7462830750033,228.4498745296566,188.74146398445396,353.5214448227746,437.2944081287172,353.29273782340334,175.09631270799352,245.06838973254938,389.65548477003523,389.75613250074906,322.7061446661952,317.4107029918695,260.3881234974878,143.84307902282788,308.3483934912553,450.0148434363158,468.8436977945561,513.8803812850455,563.8085955072604,475.38325400286845,380.0128468895702,433.8898422955042,358.3258041522647,119.29050289014606,280.96253624426237,300.08331334707776,61.14808196881156,535.4216380953599,818.3690101389383,657.482416319999,294.08276741835925,651.7607199671284,868.9454318193671,623.229171495642,267.49260891479236,490.72950105615246,497.75695921856374,253.6143341860483,522.0085236490402,753.6872409535856,608.1311751297746,189.4913682947231,237.60352881759124,434.5720933147138,365.62481695047074,181.68803425226113,204.9078349998582,315.37994559618863,367.0082032897735,386.55235969453133,367.9573361446401,272.98338042994294,159.19053104625112,274.7392386961312,424.2264838340549,476.2912715768293,476.42954962757705,469.0262528458683,390.5459253195968,216.30444001323266,181.11334478501047,335.9190718548584,402.0046642998237,363.38828049765243,254.02302114246305,94.17975254600965,134.99915269106907,308.88876779955154,412.24363719192,435.5800455221789,395.13009376672625,303.51814778488756,223.85066380738112,269.36679499045687,348.6643604407706,366.75446323190744,336.6239434486578,306.1330620361857,305.3118542532822,343.7559908431247,392.5641354278742,391.5281723932305,309.47761816771776,212.16765853464543,277.56854966598854,412.9952960492884,486.1557358478066,486.03159430846597,453.25191860784446,429.47749390976185,418.7480913625575,376.49454278643464,257.67922840904185,159.30281707922853,337.42143743361163,533.3660111911846,617.3172462117259,573.41814602033,452.4557667336503,380.3863311978175,421.758495663882,400.74161202004075,186.340365401343,228.45593965631898,605.0831852305058,775.800604916426,631.6358387241219,252.29456562059843,147.96849864028923,tr|A0A066XN44|A0A066XN44_COLSU
79.75286804194704,188.60894355825246,242.43278877751186,171.37748188356284,69.85202223426458,74.70981066389182,162.21200674904,297.004845489765,337.0505635319462,188.89632719805036,182.389163977245,478.7908344716494,599.6560160813673,469.03900281134935,220.41251444405046,224.92921399414445,269.8251523947325,132.76439807454608,85.6380847318704,223.8127909728629,200.58476623782136,58.11577889075578,114.57790690413162,247.37866408466314,342.8703239252498,348.4458404436054,195.69417258572713,128.0596634146552,401.2300353871475,499.1554331832842,344.53331463287986,179.07752242854684,416.2014802803337,520.0360705360232,372.43101119629137,121.7745902294751,256.3037597959699,365.18989700299574,309.74632548327753,163.75766673695097,85.23248632710136,205.50567119219735,266.5741074325164,175.86075078208916,71.36648994347448,348.3671645746792,516.1984402883429,487.4626452854205,334.42635295660807,282.7463028951863,319.50785948194675,262.43501558624274,155.44133093790245,106.37636268587002,83.82908242087663,201.65758518654178,319.2252691200215,290.28281587578255,101.58166294982288,136.01636996077394,268.936855813917,217.16569822901315,70.95869501465299,180.74638281653066,234.0311042445624,263.551856970491,442.33666544463284,590.2430381704063,555.8743376209462,355.70473611672463,135.60764801439373,55.14436489339172,51.11773098292153,241.61355795917598,392.8767852825255,391.92348778958984,307.5112908173054,417.26862068809453,586.9742366425078,580.688020883118,370.785947334797,187.78825043658506,393.42353512665727,534.2454502377374,490.0254885278105,315.57729680775526,157.71314333604744,195.78963886591248,275.20166612761665,329.5716498442603,360.3781064981513,339.77285046722795,268.2944856528505,231.81094726702,290.10768590339654,361.2537827668114,433.1374894630507,538.5875262922151,630.4610105822003,622.0801223198516,482.5222194927999,270.07433501719225,123.9153415680593,117.79916752273938,166.98781818699445,372.0347218192027,606.9670998192064,736.3807286657226,697.820403467794,514.5166248513801,270.3265060662671,78.29780559519952,146.29527677368878,260.39933700867317,395.00335055486426,565.5648448247197,726.7762848855281,801.8202437957231,729.1182481075999,502.49832050678583,187.6907785632198,154.57120365451482,356.9018296898445,420.26051433087764,364.5138708300749,266.75783002388846,205.2742793262335,188.71882119361413,tr|A0A066XQI1|A0A066XQI1_COLSU
144.90764552408086,165.83342961793144,319.88543603393555,540.3056174381471,687.4763874575767,671.4678966487496,482.3748099458519,205.22525358836455,147.04929140857277,263.02703823881836,243.78834944327872,258.744566382056,427.03376368383283,490.8701860388816,313.5597637416285,200.54589117755276,556.3075094851143,701.8507212714082,492.0434183365434,140.8127803305435,380.33170679284586,422.8214130375296,219.9273454654186,467.9841304616494,710.6803128279789,649.8796046007091,452.46370782179497,354.8774423442365,194.44924010533433,238.5015935137866,487.34951391644154,423.67775253012303,156.20521815055545,580.8134989687384,886.0138731078275,830.4850374052975,517.6280088844393,210.68762515138502,263.21880855330556,381.019535275713,295.29005739106,93.37283886265443,505.42111492596285,793.8922369323075,767.2507704067112,501.02149726972635,247.43722018860444,201.45483093356418,361.6923743846074,531.5611316879824,498.66196478121765,289.4040007865159,280.9232241936305,317.741851825042,123.63026359994154,300.98336278501813,533.5484385369981,488.373497042263,223.5560649843334,118.80076219013823,246.42432181496127,247.82732847897657,254.551981484306,309.94299943756437,388.35432904009934,476.5941543482899,519.8159218055431,519.8050926177026,522.1264148114211,496.89912113185346,388.9178374814267,218.0848796310156,110.76242109246346,205.69295561080176,305.50487543872407,353.50091388520633,326.04048725167263,212.3402928252316,100.89254926920812,212.2355725288979,293.58448769793324,266.0454473243082,182.47770964168072,104.74897259502076,101.25517714719561,232.3484515955097,306.80819667122876,218.84865804261486,96.36641793394242,323.0497156421733,453.54621881748636,407.4615063216243,277.4428713614969,177.95769519312282,202.51009791883547,418.81096900901025,591.7294827038088,566.5862412659752,386.90513422515227,266.41704636231776,189.00257077216506,41.27401074368435,310.0270899224963,426.8463044814141,298.279615942096,140.7407964124518,227.80723795916091,138.1004459799164,219.3167546812515,476.78268696651537,502.5065084046126,290.2261581368143,121.32836661884585,249.14989343733143,399.2794385775138,556.9482616906995,529.5605231218175,222.57735419138334,226.61541736811955,533.3947925146209,529.2473602438237,293.02988029348944,271.67370490186516,405.90781591481914,371.74320494475944,270.2952237285033,238.46460457367698,186.6056698913249,tr|A0A067S7B7|A0A067S7B7_GALM3
186.88166726927764,144.2197154393775,41.53739507721275,100.77710822238495,189.13515013509286,209.38763718384723,191.49828047069724,243.5791275553983,365.621658899516,464.23714278223696,490.2070657644863,445.20471871121117,375.59246236177694,344.4731620241575,358.7259906276782,365.549842965634,330.90267598543596,256.79860007926027,164.34153837758532,79.52789627291325,52.123670290654125,102.26866567355817,162.72131196979169,219.07595275748375,259.71290847086834,270.9431091765389,242.1729611767082,169.92378669208497,61.00255699645348,79.73368528907062,215.21358580452664,328.5780980745568,396.7642413952468,408.5695051417252,368.61526190655576,295.2143487204801,209.91286923363114,125.90645919241341,71.48790991543773,132.88307688093232,232.94306123313527,311.57187297575837,343.4394297104731,323.6652516703145,269.35352571822773,213.12927572386056,184.0506455670543,182.3805094092112,190.73937860470699,199.00232671490116,201.66793395140053,196.79765627614313,191.24571902631772,196.11121415214484,215.3921173654124,245.67954931236181,277.5243427868735,290.64886650110105,260.2897097192817,175.83876372558933,77.27230192033588,142.38071380208132,236.35539976078806,255.96266669063326,198.13418487371163,167.76076382288076,273.4982595699936,373.23453093779136,374.56487164278275,276.2331269201343,233.2809653594747,393.31113652450387,543.3866414339299,551.8476732111932,385.63954059162654,155.48922864253848,388.84663523450905,697.6325922434374,849.6757271813258,782.4501542617023,513.8567728173651,164.6815636569601,327.6597563936414,597.6607015363376,689.7679896928058,592.456253393784,367.1072533733,116.09058735081167,67.2576636025653,109.01706413544173,29.580691861496422,171.61237121786462,349.8533673374517,447.7612720056875,417.45402811470234,261.1707815124512,79.90096105783995,283.9107851282315,508.243740261819,646.762599422339,677.5571522370765,613.1753498490696,503.93904813358256,437.8922445953915,469.1824923173777,534.0915309495573,559.6355233721329,534.56155761622,493.13442321059625,468.8989877785973,449.1372012618217,395.08932767915843,290.59480789255133,164.08067354496305,150.17049074863266,282.33988824715277,421.26976717999725,524.5008398256175,567.9129780693393,536.2319500648766,433.2919011763632,287.847514228453,147.99549508710155,65.41710729228993,33.44544996469847,31.583432579934748,120.69576932430448,201.41554303325813,tr|A0A067STH2|A0A067STH2_GALM3
